surface,chambres,sdb,etage,location,prix
60 m²,1 chambre,1 sdb,Étage 5,"Val Fleury, Kénitra",555 000
126 m²,2 chambres,2 sdbs,Étage 6,"Centre, Kénitra",1 350 000
182 m²,3 chambres,2 sdbs,Étage 3,"Centre, Kénitra",1 500 000
120 m²,3 chambres,2 sdbs,Étage 2,"alliance, Kénitra",750 000
104 m²,3 chambres,1 sdb,Étage 1,"Assam, Kénitra",Not Specified
Not Specified,2 chambres,1 sdb,Étage 3,"Centre, Kénitra",640 000
97 m²,3 chambres,2 sdbs,Étage 5,"Mimosas, Kénitra",900 000
92 m²,3 chambres,2 sdbs,Étage 1,"Mimosas, Kénitra",980 000
117 m²,3 chambres,2 sdbs,Rez de chaussée,"Centre, Kénitra",770 000
68 m²,2 chambres,1 sdb,Étage 2,"Autre secteur, Kénitra",480 000
118 m²,3 chambres,2 sdbs,Étage 2,"alliance, Kénitra",Not Specified
118 m²,3 chambres,2 sdbs,Étage 2,"alliance, Kénitra",Not Specified
80 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Kénitra",250 000
63 m²,2 chambres,1 sdb,Étage 1,"Autre secteur, Kénitra",Not Specified
98 m²,3 chambres,2 sdbs,Étage 1,"La Ville Haute, Kénitra",Not Specified
64 m²,2 chambres,1 sdb,Étage 1,"Ouled Arfa, Kénitra",350 000
80 m²,2 chambres,2 sdbs,Étage 1,"alliance, Kénitra",Not Specified
84 m²,2 chambres,1 sdb,Étage 1,"Bir Rami, Kénitra",400 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Mimosas, Kénitra",945 000
120 m²,2 chambres,2 sdbs,Étage 5,"Mimosas, Kénitra",950 000
60 m²,2 chambres,1 sdb,Étage 1,"El Haouzia, Kénitra",530 000
Not Specified,3 chambres,2 sdbs,Étage 3,"La Ville Haute, Kénitra",960 000
