surface,chambres,sdb,etage,location,prix
163 m²,3 chambres,3 sdbs,Étage 2,"Hamria, Meknès",1 390 000
90 m²,3 chambres,2 sdbs,Étage 1,"El Bassatine, Meknès",480 000
84 m²,2 chambres,2 sdbs,Étage 3,"Autre secteur, Meknès",320 000
105 m²,3 chambres,2 sdbs,Étage 3,"El Bassatine, Meknès",480 000
107 m²,2 chambres,2 sdbs,Étage 6,"Ville Nouvelle, Meknès",720 000
80 m²,2 chambres,2 sdbs,Étage 3,"Autre secteur, Meknès",370 000
130 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Meknès",Not Specified
155 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Meknès",Not Specified
110 m²,2 chambres,1 sdb,Étage 2,"Ville Nouvelle, Meknès",580 000
65 m²,3 chambres,2 sdbs,Étage 1,"Bourj Moulay Omar, Meknès",460 000
60 m²,2 chambres,1 sdb,Rez de chaussée,"Meknès, Autre secteur",350 000
Not Specified,3 chambres,1 sdb,Étage 1,"Meknès, Autre secteur",390 000
106 m²,3 chambres,2 sdbs,Étage 1,"Meknès, Marjane 2",805 000
Not Specified,2 chambres,2 sdbs,Étage 2,"Autre secteur, Meknès",Not Specified
111 m²,2 chambres,2 sdbs,Rez de chaussée,"Hamria, Meknès",580 000
70 m²,3 chambres,1 sdb,Étage 5,"Hamria, Meknès",400 000
Not Specified,2 chambres,0 sdb,Étage 1,"Autre secteur, Meknès",200 000
66 m²,2 chambres,2 sdbs,Étage 1,"Autre secteur, Meknès",240 000
52 m²,2 chambres,1 sdb,Étage 3,"Autre secteur, Meknès",230 000
104 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Meknès",Not Specified
135 m²,3 chambres,2 sdbs,Étage 3,"Hamria, Meknès",1 100 000
70 m²,2 chambres,1 sdb,Étage 1,"Marjane 2, Meknès",300 000
180 m²,3 chambres,3 sdbs,Étage 6,"Hamria, Meknès",150 000
94 m²,3 chambres,1 sdb,Étage 1,"El Bassatine, Meknès",Not Specified
Not Specified,3 chambres,1 sdb,Étage 2,"Riad Toulal, Meknès",Not Specified
150 m²,3 chambres,2 sdbs,Étage 3,"Autre secteur, Meknès",Not Specified
140 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Meknès",Not Specified
80 m²,2 chambres,1 sdb,Étage 4,"El Bassatine, Meknès",440 000
190 m²,2 chambres,2 sdbs,Rez de chaussée,"El Bassatine, Meknès",529 500
56 m²,2 chambres,1 sdb,Étage 2,"Sidi Bouzekri, Meknès",185 000
72 m²,3 chambres,1 sdb,Étage 1,"Autre secteur, Meknès",280 000
95 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Meknès",550 000
64 m²,2 chambres,1 sdb,Étage 2,"Hay Salam, Meknès",Not Specified
Not Specified,Not Specified,Not Specified,Not Specified,"El Bassatine, Meknès",620 000
Not Specified,1 chambre,Not Specified,Rez de chaussée,"Marjane 2, Meknès",Not Specified
70 m²,3 chambres,1 sdb,Étage 2,"Autre secteur, Meknès",270 000
90 m²,3 chambres,1 sdb,Étage 2,"Autre secteur, Meknès",580 000
70 m²,3 chambres,1 sdb,Étage 2,"Autre secteur, Meknès",280 000
190 m²,4 chambres,2 sdbs,Rez de chaussée,"El Bassatine, Meknès",Not Specified
Not Specified,3 chambres,2 sdbs,Étage 1,"Autre secteur, Meknès",540 000
3 m²,1 chambre,0 sdb,Rez de chaussée,"Wislane, Meknès",Not Specified
79 m²,2 chambres,1 sdb,Étage 4,"Zitoune, Meknès",280 000
70 m²,2 chambres,1 sdb,Étage 4,"Hamria, Meknès",520 000
120 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Meknès",400 000
100 m²,3 chambres,1 sdb,Étage 1,"Autre secteur, Meknès",620 000
130 m²,3 chambres,1 sdb,Étage 1,"Autre secteur, Meknès",1 000 000
71 m²,3 chambres,2 sdbs,Étage 6,"El Bassatine, Meknès",450 000
211 m²,5 chambres,2 sdbs,Étage 1,"Hamria, Meknès",Not Specified
60 m²,2 chambres,1 sdb,Rez de chaussée,"Meknès, Autre secteur",350 000
106 m²,3 chambres,2 sdbs,Étage 1,"Meknès, Marjane 2",805 000
Not Specified,3 chambres,1 sdb,Étage 1,"Meknès, Autre secteur",390 000
98 m²,2 chambres,1 sdb,Étage 4,"Zerhounia, Meknès",350 000
70 m²,3 chambres,1 sdb,Étage 3,"Autre secteur, Meknès",270 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Hamria, Meknès",1 000 000
88 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Meknès",420 000
105 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Meknès",550 000
74 m²,3 chambres,1 sdb,Étage 3,"Autre secteur, Meknès",280 000
120 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Meknès",Not Specified
Not Specified,2 chambres,2 sdbs,Étage 4,"Autre secteur, Meknès",270 000
76 m²,2 chambres,2 sdbs,Étage 2,"Autre secteur, Meknès",490 000
74 m²,2 chambres,2 sdbs,Étage 3,"Riad Toulal, Meknès",400 000
136 m²,3 chambres,3 sdbs,Étage 3,"Hamria, Meknès",Not Specified
70 m²,2 chambres,1 sdb,Étage 3,"Sidi Bouzekri, Meknès",230 000
140 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Meknès",Not Specified
74 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Meknès",295 000
100 m²,3 chambres,2 sdbs,Rez de chaussée,"Autre secteur, Meknès",540 000
98 m²,3 chambres,2 sdbs,Étage 6,"Marjane 2, Meknès",600 000
3 m²,1 chambre,0 sdb,Rez de chaussée,"Hamria, Meknès",Not Specified
90 m²,2 chambres,1 sdb,Étage 1,"Hamria, Meknès",Not Specified
Not Specified,2 chambres,1 sdb,Étage 1,"Autre secteur, Meknès",440 000
84 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Meknès",420 000
126 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Meknès",Not Specified
70 m²,3 chambres,1 sdb,Étage 2,"Autre secteur, Meknès",270 000
78 m²,2 chambres,2 sdbs,Rez de chaussée,"Marjane 2, Meknès",Not Specified
115 m²,2 chambres,1 sdb,Étage 8,"Bourj Moulay Omar, Meknès",650 000
Not Specified,Not Specified,Not Specified,Not Specified,"Autre secteur, Meknès",2 000
86 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Meknès",420 000
126 m²,3 chambres,2 sdbs,Étage 4,"Hamria, Meknès",1 000 000
70 m²,3 chambres,1 sdb,Étage 4,"Autre secteur, Meknès",290 000
60 m²,3 chambres,1 sdb,Rez de chaussée,"Marjane 2, Meknès",270 000
120 m²,3 chambres,2 sdbs,Étage 4,"Hamria, Meknès",750 000
85 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Meknès",410 000
119 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Meknès",Not Specified
60 m²,3 chambres,1 sdb,Étage 2,"Marjane 2, Meknès",Not Specified
60 m²,3 chambres,2 sdbs,Rez de chaussée,"Autre secteur, Meknès",400 000
203 m²,3 chambres,2 sdbs,Étage 3,"Autre secteur, Meknès",1 425 000
60 m²,2 chambres,1 sdb,Rez de chaussée,"Meknès, Autre secteur",350 000
106 m²,3 chambres,2 sdbs,Étage 1,"Meknès, Marjane 2",805 000
Not Specified,3 chambres,1 sdb,Étage 1,"Meknès, Autre secteur",390 000
88 m²,2 chambres,2 sdbs,Étage 3,"Autre secteur, Meknès",520 000
140 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Meknès",Not Specified
126 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Meknès",1
100 m²,3 chambres,2 sdbs,Étage 2,"Hamria, Meknès",450 000
110 m²,3 chambres,2 sdbs,Étage 5,"Hamria, Meknès",890 000
130 m²,3 chambres,3 sdbs,Rez de chaussée,"Autre secteur, Meknès",480 000
70 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Meknès",260 000
75 m²,3 chambres,1 sdb,Étage 1,"El Bassatine, Meknès",Not Specified
129 m²,3 chambres,2 sdbs,Étage 3,"Hamria, Meknès",650 000
116 m²,3 chambres,2 sdbs,Rez de chaussée,"Hamria, Meknès",700 000
84 m²,4 chambres,1 sdb,Étage 4,"El Bassatine, Meknès",410 000
Not Specified,2 chambres,1 sdb,Étage 1,"Bele Vue, Meknès",Not Specified
94 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Meknès",480 000
110 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Meknès",520 000
185 m²,3 chambres,2 sdbs,Étage 3,"Hamria, Meknès",1 500 000
100 m²,3 chambres,2 sdbs,Étage 1,"Marjane 2, Meknès",590 000
171 m²,3 chambres,1 sdb,Étage 1,"Hamria, Meknès",950 000
128 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Meknès",Not Specified
102 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Meknès",680 000
Not Specified,3 chambres,3 sdbs,Étage 1,"Marjane 2, Meknès",1 100 000
75 m²,2 chambres,2 sdbs,Rez de chaussée,"Ancienne Médina, Meknès",380 000
Not Specified,2 chambres,1 sdb,Étage 3,"Marjane 2, Meknès",270 000
110 m²,3 chambres,2 sdbs,Étage 1,"Hay Salam, Meknès",780 000
84 m²,3 chambres,2 sdbs,Not Specified,"Riad Toulal, Meknès",510 000
108 m²,3 chambres,2 sdbs,Étage 2,"Riad Toulal, Meknès",530 000
100 m²,3 chambres,2 sdbs,Étage 1,"Autre secteur, Meknès",540 000
150 m²,3 chambres,3 sdbs,Étage 9,"Ville Nouvelle, Meknès",1 200 000
130 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Meknès",Not Specified
11059 m²,3 chambres,2 sdbs,Étage 2,"Autre secteur, Meknès",590 000
116 m²,3 chambres,1 sdb,Étage 2,"Autre secteur, Meknès",550 000
Not Specified,3 chambres,2 sdbs,Étage 1,"Autre secteur, Meknès",550 000
200 m²,4 chambres,3 sdbs,Rez de chaussée,"Autre secteur, Meknès",620 000
72 m²,3 chambres,1 sdb,Rez de chaussée,"Autre secteur, Meknès",320 000
128 m²,3 chambres,2 sdbs,Étage 2,"Hamria, Meknès",680 000
116 m²,3 chambres,2 sdbs,Étage 2,"Wislane, Meknès",280 000
